"congress","chamber","num_results","offset","members__id","members__title","members__short_title","members__api_uri","members__first_name","members__middle_name","members__last_name","members__suffix","members__date_of_birth","members__gender","members__party","members__leadership_role","members__twitter_account","members__facebook_account","members__youtube_account","members__govtrack_id","members__cspan_id","members__votesmart_id","members__icpsr_id","members__crp_id","members__google_entity_id","members__fec_candidate_id","members__url","members__rss_url","members__contact_form","members__in_office","members__cook_pvi","members__dw_nominate","members__ideal_point","members__seniority","members__next_election","members__total_votes","members__missed_votes","members__total_present","members__last_updated","members__ocd_id","members__office","members__phone","members__fax","members__state","members__district","members__at_large","members__geoid","members__missed_votes_pct","members__votes_with_party_pct","members__votes_against_party_pct"
"","","","","K000392","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000392.json","David","null","Kustoff","null","1966-10-08","M","R","null","repdavidkustoff","RepDavidKustoff","null","412724","28903","48997","21731","N00025445","/g/11c1qmm_nk","H2TN07103","https://kustoff.house.gov","https://kustoff.house.gov/rss.xml","null","True","R+19","0.529","null","4","2020","928","23","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:tn/cd:8","523 Cannon House Office Building","202-225-4714","null","TN","8","False","4708","2.48","96.99","2.90"
"","","","","L000585","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000585.json","Darin","M.","LaHood","null","1968-07-05","M","R","null","RepLaHood","replahood","null","412674","70020","128760","21562","N00037031","/m/0gg7rcy","H6IL18088","https://lahood.house.gov","https://lahood.house.gov/rss.xml","null","True","R+15","0.465","null","6","2020","928","39","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:il/cd:18","1424 Longworth House Office Building","202-225-6201","null","IL","18","False","1718","4.20","96.25","3.63"
"","","","","L000578","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000578.json","Doug","null","LaMalfa","null","1960-07-02","M","R","null","RepLaMalfa","RepLaMalfa","RepLaMalfa","412510","68493","29713","21302","N00033987","/m/0288tnx","H2CA02142","https://lamalfa.house.gov","https://lamalfa.house.gov/rss.xml","null","True","R+11","0.53","null","8","2020","928","39","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:ca/cd:1","322 Cannon House Office Building","202-225-3076","null","CA","1","False","0601","4.20","94.56","5.32"
"","","","","L000588","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000588.json","Conor","null","Lamb","null","1984-06-27","M","D","null","RepConorLamb","RepConorLamb","null","412744","null","177656","21756","N00041870","/g/11gdj36kt1","H8PA18181","https://lamb.house.gov","https://lamb.house.gov/rss.xml","null","True","R+3","-0.123","null","4","2020","928","8","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:pa/cd:17","1224 Longworth House Office Building","202-225-2301","null","PA","17","False","4217","0.86","93.03","6.86"
"","","","","L000564","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000564.json","Doug","null","Lamborn","null","1954-05-24","M","R","null","RepDLamborn","CongressmanDougLamborn","CongressmanLamborn","412191","1022846","2698","20704","N00028133","/m/0fsgdd","H6CO05159","https://lamborn.house.gov","null","null","True","R+14","0.679","null","14","2020","928","36","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:co/cd:5","2371 Rayburn House Office Building","202-225-4422","null","CO","5","False","0805","3.88","95.59","4.29"
"","","","","L000559","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000559.json","Jim","null","Langevin","null","1964-04-22","M","D","null","JimLangevin","CongressmanJimLangevin","jimlangevin","400230","86608","55787","20136","N00009724","/m/02tvqy","H0RI02139","https://langevin.house.gov","https://langevin.house.gov/rss.xml","null","True","D+6","-0.375","null","20","2020","928","4","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ri/cd:2","2077 Rayburn House Office Building","202-225-2735","null","RI","2","False","4402","0.43","98.92","0.98"
"","","","","L000560","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000560.json","Rick","null","Larsen","null","1965-06-15","M","D","null","RepRickLarsen","RepRickLarsen","congressmanlarsen","400232","86610","56231","20145","N00009759","/m/025953","H0WA02080","https://larsen.house.gov","null","null","True","D+10","-0.364","null","20","2020","928","9","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:wa/cd:2","2113 Rayburn House Office Building","202-225-2605","null","WA","2","False","5302","0.97","98.58","1.31"
"","","","","L000557","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000557.json","John","B.","Larson","null","1948-07-22","M","D","null","RepJohnLarson","RepJohnLarson","RepJohnLarson","400233","36596","17188","29908","N00000575","/m/024zl9","H8CT01046","https://larson.house.gov","https://larson.house.gov/rss.xml","null","True","D+12","-0.397","null","22","2020","928","13","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ct/cd:1","1501 Longworth House Office Building","202-225-2265","null","CT","1","False","0901","1.40","99.34","0.55"
"","","","","L000566","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000566.json","Robert","E.","Latta","null","1956-04-18","M","R","null","BobLatta","boblatta","CongressmanBobLatta","412256","1028071","9926","20755","N00012233","/m/02z6_j1","H8OH05036","https://latta.house.gov","https://latta.house.gov/news/rss.aspx","null","True","R+11","0.518","null","14","2020","928","1","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:oh/cd:5","2467 Rayburn House Office Building","202-225-6405","null","OH","5","False","3905","0.11","98.37","1.52"
"","","","","L000581","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000581.json","Brenda","null","Lawrence","null","1954-10-18","F","D","null","RepLawrence","395759603917487","null","412638","79924","78851","21530","N00034068","/m/02w_vhg","H2MI14111","https://lawrence.house.gov","https://lawrence.house.gov/rss.xml","null","True","D+30","-0.445","null","6","2020","928","41","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:mi/cd:14","2463 Rayburn House Office Building","202-225-5802","null","MI","14","False","2614","4.42","99.21","0.68"
"","","","","L000586","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000586.json","Al","null","Lawson","null","1948-09-23","M","D","null","RepAlLawsonJr","RepAlLawsonJr","null","412693","90480","24263","21732","N00030642","/m/03cg0sv","H0FL02086","https://lawson.house.gov","null","null","True","D+12","-0.255","null","4","2020","928","36","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:fl/cd:5","1406 Longworth House Office Building","202-225-0123","null","FL","5","False","1205","3.88","98.09","1.80"
"","","","","L000551","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000551.json","Barbara","null","Lee","null","1946-07-16","F","D","null","RepBarbaraLee","RepBarbaraLee","RepLee","400237","54579","8315","29778","N00008046","/m/024sjy","H8CA09060","https://lee.house.gov","null","null","True","D+40","-0.683","null","24","2020","928","12","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:ca/cd:13","2470 Rayburn House Office Building","202-225-2661","null","CA","13","False","0613","1.29","97.37","2.52"
"","","","","L000590","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000590.json","Susie","null","Lee","null","1966-11-07","F","D","null","RepSusieLee","null","null","412802","null","169344","null","N00037247","/g/11gtdntn1_","H6NV04020","https://susielee.house.gov","null","null","True","R+2","null","null","2","2020","928","4","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:nv/cd:3","522 Cannon House Office Building","202-225-3252","null","NV","3","False","3203","0.43","96.96","2.93"
"","","","","L000589","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000589.json","Debbie","null","Lesko","null","1958-11-14","F","R","null","RepDLesko","RepDebbieLesko","null","412745","null","106483","21757","N00042056","/m/0zwmkgq","H8AZ08158","https://lesko.house.gov","","null","True","R+13","0.606","null","4","2020","928","24","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:az/cd:8","1113 Longworth House Office Building","202-225-4576","null","AZ","8","False","0408","2.59","94.64","5.25"
"","","","","L000593","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000593.json","Mike","null","Levin","null","1978-10-28","M","D","null","RepMikeLevin","null","null","412760","null","179416","null","N00040667","/g/11gjhfrvyp","H8CA49058","https://mikelevin.house.gov","null","null","True","R+1","null","null","2","2020","928","0","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ca/cd:49","1626 Longworth House Office Building","202-225-3906","null","CA","49","False","0649","0.00","99.14","0.76"
"","","","","L000592","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000592.json","Andy","null","Levin","null","1960-08-01","M","D","null","RepAndyLevin","null","null","412785","null","66287","null","N00042149","/g/11gt53dw2h","H8MI09118","https://andylevin.house.gov","null","null","True","D+4","null","null","2","2020","928","2","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:mi/cd:9","228 Cannon House Office Building","202-225-4961","null","MI","9","False","2609","0.22","98.16","1.73"
"","","","","L000287","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000287.json","John","null","Lewis","null","1940-02-21","M","D","","RepJohnLewis","RepJohnLewis","repjohnlewis","400240","2528","26820","15431","N00002577","/m/02555z","H6GA05217","https://johnlewis.house.gov","https://johnlewis.house.gov/rss.xml","null","False","D+34","-0.589","null","34","2020","839","119","0","2020-11-20 13:02:52 -0500","ocd-division/country:us/state:ga/cd:5","300 Cannon House Office Building","202-225-3801","null","GA","5","False","1305","14.18","99.44","0.42"
"","","","","L000582","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000582.json","Ted","null","Lieu","null","1969-03-29","M","D","null","RepTedLieu","RepTedLieu","null","412616","28076","1516","21507","N00035825","/m/0f3y2w","H4CA33119","https://lieu.house.gov","https://lieu.house.gov/rss.xml","null","True","D+16","-0.371","null","6","2020","928","42","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ca/cd:33","403 Cannon House Office Building","202-225-3976","null","CA","33","False","0633","4.53","98.19","1.70"
"","","","","L000563","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000563.json","Daniel","null","Lipinski","null","1966-07-15","M","D","null","RepLipinski","repdanlipinski","lipinski03","400630","1013046","33692","20508","N00027239","/m/0508fv","H4IL03077","https://lipinski.house.gov","https://lipinski.house.gov/rss/press-releases.xml","null","True","D+6","-0.228","null","16","2020","928","34","3","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:il/cd:3","2346 Rayburn House Office Building","202-225-5701","null","IL","3","False","1703","3.66","95.86","4.03"
"","","","","L000565","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000565.json","Dave","null","Loebsack","null","1952-12-23","M","D","","DaveLoebsack","DaveLoebsack","congressmanloebsack","412209","1022883","68964","20720","N00027741","/m/0gtmqs","H6IA02146","https://loebsack.house.gov","https://loebsack.house.gov/news/rss.aspx","null","True","D+1","-0.276","null","14","2020","928","25","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ia/cd:2","1211 Longworth House Office Building","202-225-6576","null","IA","2","False","1902","2.69","98.56","1.33"
"","","","","L000397","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000397.json","Zoe","null","Lofgren","null","1947-12-21","F","D","null","RepZoeLofgren","zoelofgren","RepZoeLofgren","400245","36520","21899","29504","N00007479","/m/024t94","H4CA16049","https://lofgren.house.gov","https://lofgren.house.gov/rss.xml","null","True","D+24","-0.402","null","26","2020","928","30","1","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ca/cd:19","1401 Longworth House Office Building","202-225-3072","null","CA","19","False","0619","3.23","97.88","2.01"
"","","","","L000576","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000576.json","Billy","null","Long","null","1955-08-11","M","R","null","USRepLong","Rep.Billy.Long","MOdistrict7","412445","61880","123401","21150","N00030676","/m/0ds17_9","H0MO07113","https://long.house.gov","https://long.house.gov/common/rss/index.cfm?rss=49","null","True","R+23","0.547","null","10","2020","928","15","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:mo/cd:7","2454 Rayburn House Office Building","202-225-6536","null","MO","7","False","2907","1.62","95.14","4.75"
"","","","","L000583","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000583.json","Barry","null","Loudermilk","null","1963-12-22","M","R","null","RepLoudermilk","reploudermilk","null","412624","76165","31618","21515","N00035347","/m/0wqdmcm","H4GA11061","https://loudermilk.house.gov","null","null","True","R+17","0.69","null","6","2020","928","115","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:ga/cd:11","422 Cannon House Office Building","202-225-2931","null","GA","11","False","1311","12.39","92.08","7.80"
"","","","","L000579","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000579.json","Alan","null","Lowenthal","null","1941-03-08","M","D","null","RepLowenthal","RepLowenthal","RepLowenthal","412521","93815","16469","21313","N00033274","/m/027jz0m","H2CA00104","https://lowenthal.house.gov","null","null","True","D+13","-0.45","null","8","2020","928","4","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ca/cd:47","108 Cannon House Office Building","202-225-7924","null","CA","47","False","0647","0.43","98.26","1.63"
"","","","","L000480","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000480.json","Nita","M.","Lowey","null","1937-07-05","F","D","","NitaLowey","RepLowey","nitalowey","400246","6110","26982","15612","N00001024","/m/03tv8l","H8NY20056","https://lowey.house.gov","https://lowey.house.gov/rss.xml","null","True","D+7","-0.389","null","32","2020","928","23","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ny/cd:17","2365 Rayburn House Office Building","202-225-6506","null","NY","17","False","3617","2.48","99.34","0.55"
"","","","","L000491","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000491.json","Frank","D.","Lucas","null","1960-01-06","M","R","null","RepFrankLucas","RepFrankLucas","RepFrankLucas","400247","35692","27032","29393","N00005559","/m/033tnk","H4OK06056","https://lucas.house.gov","https://lucas.house.gov/rss.xml","null","True","R+27","0.363","null","28","2020","928","51","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:ok/cd:3","2405 Rayburn House Office Building","202-225-5565","null","OK","3","False","4003","5.50","94.71","5.17"
"","","","","L000569","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000569.json","Blaine","null","Luetkemeyer","null","1952-05-07","M","R","null","RepBlaine","BlaineLuetkemeyer","BLuetkemeyer","412292","1031348","20400","20926","N00030026","/m/04ycpq1","H8MO09153","https://luetkemeyer.house.gov","https://luetkemeyer.house.gov/news/rss.aspx","null","True","R+18","0.438","null","12","2020","928","18","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:mo/cd:3","2230 Rayburn House Office Building","202-225-2956","null","MO","3","False","2903","1.94","94.13","5.76"
"","","","","L000570","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000570.json","Ben","Ray","Luján","null","1972-06-07","M","D","","RepBenRayLujan","RepBenRayLujan","Repbenraylujan","412293","1031351","102842","20932","N00029562","/m/0412qzq","H8NM03196","https://lujan.house.gov","https://lujan.house.gov/rss/press-releases.xml","null","True","D+8","-0.367","null","12","2020","928","4","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:nm/cd:3","2323 Rayburn House Office Building","202-225-6190","null","NM","3","False","3503","0.43","98.48","1.41"
"","","","","L000591","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000591.json","Elaine","null","Luria","null","1975-08-15","F","D","null","RepElaineLuria","null","null","412830","null","179677","null","N00042293","/g/11gtd16xvy","H8VA02111","https://luria.house.gov","null","null","True","R+8","null","null","2","2020","928","10","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:va/cd:2","534 Cannon House Office Building","202-225-4215","null","VA","2","False","5102","1.08","93.35","6.54"
"","","","","L000562","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000562.json","Stephen","F.","Lynch","null","1955-03-31","M","D","null","RepStephenLynch","repstephenlynch","RepLynch","400249","1000222","4844","20119","N00013855","/m/028vsz","H2MA09072","https://lynch.house.gov","https://lynch.house.gov/rss.xml","null","True","D+10","-0.35","null","20","2020","928","8","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ma/cd:8","2109 Rayburn House Office Building","202-225-8273","null","MA","8","False","2508","0.86","98.69","1.20"
"","","","","M001203","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001203.json","Tom","null","Malinowski","null","1965-09-23","M","D","null","RepMalinowski","null","null","412798","null","179645","null","N00041843","/g/11cmhw_v1s","H8NJ07223","https://malinowski.house.gov","null","null","True","R+3","null","null","2","2020","928","4","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:nj/cd:7","426 Cannon House Office Building","202-225-5361","null","NJ","7","False","3407","0.43","98.37","1.52"
"","","","","M001185","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001185.json","Sean","Patrick","Maloney","null","1966-07-30","M","D","null","RepSeanMaloney","RepSeanMaloney","null","412562","79760","139760","21344","N00034277","/m/0b697g","H2NY22139","https://seanmaloney.house.gov","https://seanmaloney.house.gov/rss.xml","null","True","R+1","-0.238","null","8","2020","928","12","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:ny/cd:18","2331 Rayburn House Office Building","202-225-5441","null","NY","18","False","3618","1.29","97.37","2.52"
"","","","","M000087","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000087.json","Carolyn","B.","Maloney","null","1946-02-19","F","D","null","RepMaloney","RepCarolynMaloney","carolynbmaloney","400251","26162","26978","29379","N00000078","/m/03txd5","H2NY14037","https://maloney.house.gov","https://maloney.house.gov/rss.xml","null","True","D+31","-0.387","null","28","2020","928","4","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ny/cd:12","2308 Rayburn House Office Building","202-225-7944","null","NY","12","False","3612","0.43","98.26","1.63"
"","","","","M001158","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001158.json","Kenny","null","Marchant","null","1951-02-23","M","R","","RepKenMarchant","RepKennyMarchant","RepKennyMarchant","400656","1013059","5549","20532","N00026710","/m/04cvjb","H4TX24094","https://marchant.house.gov","null","null","True","R+9","0.6","null","16","2020","928","193","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:tx/cd:24","2304 Rayburn House Office Building","202-225-6605","null","TX","24","False","4824","20.80","92.60","7.26"
"","","","","M001179","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001179.json","Tom","null","Marino","null","1952-08-15","M","R","","RepTomMarino","CongressmanMarino","RepMarino","412468","95129","119478","21170","N00031777","/m/02qv_mf","H0PA10078","https://marino.house.gov","https://marino.house.gov/rss.xml","null","False","null","0.352","null","10","2020","45","20","0","2020-11-20 13:02:52 -0500","ocd-division/country:us/state:pa/cd:12","1717 Longworth House Office Building","202-225-3731","null","PA","12","False","4212","44.44","95.83","0.00"
"","","","","M001198","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001198.json","Roger","null","Marshall","null","1960-08-09","M","R","null","RepMarshall","rogermarshallmd","null","412704","103425","172080","21734","N00037034","/g/11c4btdtm1","H6KS01179","https://marshall.house.gov","https://marshall.house.gov/rss.xml","null","True","R+24","0.529","null","4","2020","928","51","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:ks/cd:1","312 Cannon House Office Building","202-225-2715","null","KS","1","False","2001","5.50","93.79","6.09"
"","","","","M001184","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001184.json","Thomas","null","Massie","null","1971-01-13","M","R","null","RepThomasMassie","RepThomasMassie","repthomasmassie","412503","79951","132068","31102","N00034041","/m/0h_cb6v","H2KY04121","https://massie.house.gov","https://massie.house.gov/rss.xml","null","True","R+18","0.68","null","10","2020","928","29","7","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:ky/cd:4","2453 Rayburn House Office Building","202-225-3465","null","KY","4","False","2104","3.13","73.80","26.09"
"","","","","M001199","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001199.json","Brian","null","Mast","null","1980-07-10","M","R","null","repbrianmast","repbrianmast","repbrianmast","412698","104540","166245","21735","N00037269","/g/11cs5xxx_f","H6FL18097","https://mast.house.gov","null","null","True","R+5","0.416","null","4","2020","928","47","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:fl/cd:18","2182 Rayburn House Office Building","202-225-3026","null","FL","18","False","1218","5.06","87.74","12.14"
"","","","","M001163","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001163.json","Doris","null","Matsui","null","1944-09-25","F","D","null","DorisMatsui","doris.matsui","RepDorisMatsui","400663","26602","28593","20538","N00027459","/m/059hdf","H6CA05195","https://matsui.house.gov","null","null","True","D+21","-0.434","null","16","2020","928","8","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ca/cd:6","2311 Rayburn House Office Building","202-225-7163","null","CA","6","False","0606","0.86","98.69","1.20"
"","","","","M001209","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001209.json","Ben","null","McAdams","null","1974-12-05","M","D","","RepBenMcAdams","null","null","412829","null","117512","null","N00042013","/m/0bbv3kw","H8UT04053","https://mcadams.house.gov","null","null","True","R+13","null","null","2","2020","928","2","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:ut/cd:4","130 Cannon House Office Building","202-225-3011","null","UT","4","False","4904","0.22","85.06","14.83"
"","","","","M001208","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001208.json","Lucy","null","McBath","null","1960-06-01","F","D","null","replucymcbath","null","null","412769","null","178538","null","N00042813","/g/11f647_0gj","H8GA06393","https://mcbath.house.gov","null","null","True","R+8","null","null","2","2020","928","2","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:ga/cd:6","1513 Longworth House Office Building","202-225-4501","null","GA","6","False","1306","0.22","96.65","3.25"
"","","","","M001165","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001165.json","Kevin","null","McCarthy","null","1965-01-26","M","R","House Minority Leader","GOPLeader","CongressmanKevinMcCarthy","repkevinmccarthy","412190","85231","28918","20703","N00028152","/m/074qxm","H6CA22125","https://kevinmccarthy.house.gov","https://kevinmccarthy.house.gov/rss.xml","null","True","R+14","0.458","null","14","2020","928","17","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:ca/cd:23","2468 Rayburn House Office Building","202-225-2915","null","CA","23","False","0623","1.83","94.91","4.98"
"","","","","M001157","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001157.json","Michael","null","McCaul","null","1962-01-14","M","R","null","RepMcCaul","michaeltmccaul","MichaelTMcCaul","400654","1013056","49210","20530","N00026460","/m/0492cz","H4TX10093","https://mccaul.house.gov","https://mccaul.house.gov/rss.xml","null","True","R+9","0.433","null","16","2020","928","10","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:tx/cd:10","2001 Rayburn House Office Building","202-225-2401","null","TX","10","False","4810","1.08","91.32","8.57"
"","","","","M001177","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001177.json","Tom","null","McClintock","null","1956-07-10","M","R","null","RepMcClintock","81125319109","McClintockCA04","412295","30359","9715","20903","N00006863","/m/01r6jp","H8CA04152","https://mcclintock.house.gov","https://mcclintock.house.gov/rss.xml","null","True","R+10","0.719","null","12","2020","928","25","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:ca/cd:4","2312 Rayburn House Office Building","202-225-2511","null","CA","4","False","0604","2.69","88.27","11.62"
"","","","","M001143","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001143.json","Betty","null","McCollum","null","1954-07-12","F","D","null","BettyMcCollum04","repbettymccollum","BMcCollum04","400259","86670","3812","20122","N00012942","/m/0249hy","H0MN04049","https://mccollum.house.gov","https://mccollum.house.gov/rss.xml","null","True","D+14","-0.418","null","20","2020","928","0","1","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:mn/cd:4","2256 Rayburn House Office Building","202-225-6631","null","MN","4","False","2704","0.00","98.49","1.40"
"","","","","M001200","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001200.json","A.","Donald","McEachin","null","1961-10-10","M","D","null","RepMcEachin","RepMcEachin","null","412728","103621","8230","21736","N00039327","/m/0979v6","H6VA04061","https://mceachin.house.gov","https://mceachin.house.gov/rss.xml","null","True","D+16","-0.375","null","4","2020","928","176","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:va/cd:4","314 Cannon House Office Building","202-225-6365","null","VA","4","False","5104","18.97","98.00","1.86"
"","","","","M000312","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000312.json","Jim","null","McGovern","null","1959-11-20","M","D","null","RepMcGovern","RepJimMcGovern","repjimmcgovern","400263","45976","552","29729","N00000179","/m/028vn7","H4MA03022","https://mcgovern.house.gov","null","null","True","D+9","-0.539","null","24","2020","928","7","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ma/cd:2","408 Cannon House Office Building","202-225-6101","null","MA","2","False","2502","0.75","98.37","1.52"
"","","","","M001156","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001156.json","Patrick","T.","McHenry","null","1975-10-22","M","R","null","PatrickMcHenry","CongressmanMcHenry","CongressmanMcHenry","400644","1007062","21031","20522","N00026627","/m/02b4rz","H4NC10047","https://mchenry.house.gov","https://mchenry.house.gov/news/rss.aspx","null","True","R+12","0.552","null","16","2020","928","67","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:nc/cd:10","2004 Rayburn House Office Building","202-225-2576","null","NC","10","False","3710","7.22","94.14","5.74"
"","","","","M001180","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001180.json","David","null","McKinley","null","1947-03-28","M","R","null","RepMcKinley","RepMcKinley","RepDavidMcKinley","412487","9269013","117396","21188","N00031681","/m/0crj8tf","H0WV01072","https://mckinley.house.gov","null","null","True","R+19","0.3","null","10","2020","928","0","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:wv/cd:1","2239 Rayburn House Office Building","202-225-4172","null","WV","1","False","5401","0.00","92.28","7.61"
"","","","","M001159","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001159.json","Cathy","null","McMorris Rodgers","null","1969-05-22","F","R","null","CathyMcMorris","mcmorrisrodgers","mcmorrisrodgers","400659","1013063","3217","20535","N00026314","/m/03dlf3","H4WA05077","https://mcmorris.house.gov","null","null","True","R+8","0.426","null","16","2020","928","25","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:wa/cd:5","1035 Longworth House Office Building","202-225-2006","null","WA","5","False","5305","2.69","92.40","7.49"
"","","","","M001166","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001166.json","Jerry","null","McNerney","null","1951-06-18","M","D","null","RepMcNerney","jerrymcnerney","RepJerryMcNerney","412189","1021667","29474","20702","N00026926","/m/07zk65","H4CA11081","https://mcnerney.house.gov","https://mcnerney.house.gov/rss.xml","null","True","D+8","-0.262","null","14","2020","928","28","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ca/cd:9","2265 Rayburn House Office Building","202-225-1947","null","CA","9","False","0609","3.02","99.22","0.67"
"","","","","M001187","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001187.json","Mark","null","Meadows","null","1959-07-28","M","R","","RepMarkMeadows","Repmarkmeadows","RepMarkMeadows","412552","79621","136459","21348","N00033631","/m/0lqdy32","H2NC11080","https://meadows.house.gov","null","null","False","R+14","0.605","null","8","2020","803","51","0","2020-11-20 13:02:52 -0500","ocd-division/country:us/state:nc/cd:11","2160 Rayburn House Office Building","202-225-6401","null","NC","11","False","3711","6.35","91.82","8.04"
"","","","","M001137","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001137.json","Gregory","W.","Meeks","null","1953-09-25","M","D","null","RepGregoryMeeks","gregorymeeksny05","gwmeeks","400271","53469","4360","29776","N00001171","/m/024_3b","H8NY06048","https://meeks.house.gov","https://meeks.house.gov/rss.xml","null","True","D+37","-0.413","null","24","2020","928","54","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ny/cd:5","2310 Rayburn House Office Building","202-225-3461","null","NY","5","False","3605","5.82","98.74","1.15"
